"csize","cdense","usize","udense","si","phys","age","ba","dbh","height","volume","mortal","dense","x","y","infected.mndnr","infected.USU"
4,3,1,3,38,4,52,123,7,38,37,0,0,-19654.6807513966,21019.1067563426,0,NA
4,3,1,4,26,4,117,128,8,42,155,1,2,11954.0790218657,20944.9900589623,0,NA
4,3,3,1,38,3,69,110,7,0,100,0,2,-17487.6900371416,20911.0355936242,0,NA
4,1,3,3,26,5,118,81,5,41,41,1,3,-601.217822942825,20810.0984086115,0,NA
4,3,1,2,34,4,91,70,7,47,99,2,3,-30298.0558672487,20790.2669368433,0,NA
1,4,0,0,40,4,0,0,0,0,20,0,2,-30469.2581492023,20726.9360356927,0,NA
4,2,3,1,36,4,62,102,6,41,74,0,3,-17717.3715491219,20965.7721756091,0,NA
4,3,0,0,28,4,95,170,7,0,65,0,1,-13707.5302245405,20928.0207715975,0,NA
4,3,1,4,26,4,117,128,8,42,155,1,2,12355.5317832073,20913.3215764444,0,NA
4,1,2,1,35,4,77,80,6,45,37,0,1,-19834.5177714918,20972.1369655328,0,NA
4,3,1,3,38,4,58,121,6,0,134,0,2,-2096.46456962009,20966.7767567048,0,NA
4,2,1,1,46,4,54,40,6,47,72,0,3,-42984.7486730344,20882.9518057024,0,NA
4,3,1,3,38,4,58,121,6,0,126,0,2,-2160.09871473303,20632.0281261355,0,NA
1,2,0,0,37,4,0,0,0,0,10,0,2,-13939.1814059921,20703.9227044666,0,NA
1,1,0,0,35,4,0,0,0,0,5,0,0,10763.2687612239,20572.572249474,0,NA
5,7,1,1,28,4,143,195,9,0,210,0,0,-11758.0494351801,20691.3829149203,0,NA
1,1,0,0,32,4,9,20,0,3,3,0,2,-29581.5304800932,20730.0427668449,0,NA
1,8,0,0,30,5,1,0,0,2,36,0,2,-37516.4672398356,20493.3937601382,0,NA
2,2,0,0,20,4,40,27,2,17,6,1,2,-18111.3203635646,20737.4091405887,0,NA
4,2,1,3,42,4,76,64,7,57,44,0,2,-29033.3991925004,20881.1157520693,0,NA
4,1,2,2,43,0,90,83,6,0,50,0,2,17274.8607843115,20850.1454851693,0,NA
0,0,0,0,0,4,0,0,0,0,0,0,2,-23309.987366199,20830.2023948506,0,NA
1,5,0,0,30,4,11,10,0,4,11,0,2,-16277.9125901,20737.6762524527,0,NA
4,3,0,0,47,4,60,112,6,0,144,0,2,-14417.1712724243,20706.5730360281,0,NA
4,2,1,3,28,4,90,142,6,37,65,0,2,-17809.5873518005,20784.2684856663,0,NA
2,3,0,0,28,4,3,0,1,1,13,0,2,-38375.2390084227,20790.7715654708,0,NA
4,2,2,1,54,4,52,77,8,56,70,2,2,-18837.8857023963,20852.6283412641,0,NA
2,4,0,0,32,4,30,0,2,8,18,0,3,-38441.0235091218,20693.9903718429,0,NA
2,4,0,0,39,4,21,30,1,10,20,0,2,-26876.284699237,20740.5925283097,0,NA
1,2,0,0,43,4,9,18,0,4,8,0,3,-24248.0396656068,20738.2832762124,0,NA
3,6,0,0,32,4,55,143,3,32,28,0,2,-38529.1401132591,20521.4689902328,0,NA
5,2,0,0,31,4,161,43,9,43,98,1,3,-49986.6314053517,20496.7295272499,0,NA
4,2,1,3,30,5,54,87,6,32,60,0,2,-6743.10864614433,20857.8002518434,0,NA
4,3,1,3,28,4,79,170,6,0,65,0,2,-12860.1380826195,20668.5042517316,0,NA
5,9,1,1,33,4,130,235,12,50,345,0,1,18156.8956929255,20781.8287983043,0,NA
4,4,2,1,46,3,51,107,8,47,123,2,2,-24126.1570390988,20798.7661300097,0,NA
4,1,1,4,22,5,80,0,6,25,30,0,2,-6173.36417946569,20570.1284662429,0,NA
4,3,1,1,27,4,91,102,6,38,97,2,2,-18367.9950856984,20767.2317410735,1,NA
4,2,2,1,35,4,77,80,6,45,17,0,1,-19733.715434597,20872.9060972966,0,NA
1,2,0,0,29,4,12,27,0,4,3,2,2,11047.6171489608,20741.3630110919,1,NA
4,4,1,3,60,4,50,87,8,60,92,1,2,-24383.3624276483,20826.5373142408,0,NA
1,3,0,0,36,4,1,0,0,1,13,0,3,11584.5005059076,20687.1470856899,0,NA
4,4,2,2,27,4,105,122,6,40,178,0,1,-32248.6747231072,20526.8707593735,0,NA
4,2,1,2,30,4,74,90,6,38,37,0,2,-19296.0090462409,20789.944785119,1,NA
4,2,2,3,39,4,54,124,6,0,120,0,2,-2380.32189601817,20718.1080813296,0,NA
1,8,0,0,43,5,4,0,0,2,33,0,2,-2320.4105383241,20478.0072033657,0,NA
5,3,1,5,26,3,99,112,10,38,67,1,2,-25405.1142257026,20738.3660468152,0,NA
4,3,1,3,18,5,131,113,7,31,127,1,2,12347.0861625812,20586.0337020736,0,NA
5,7,0,0,65,3,55,133,9,69,266,1,2,-23935.6415001472,20788.8477882585,0,NA
2,4,0,0,26,5,39,58,2,21,18,0,3,412.846919807314,20662.2592582284,0,NA
2,5,0,0,18,5,77,70,2,22,27,0,3,10326.2829421983,20765.7114429455,0,NA
3,8,0,0,29,5,42,143,3,25,38,0,3,184.562842869491,20799.9396989485,0,NA
2,9,0,0,29,5,35,128,2,22,43,0,2,997.69287291856,20765.3486757027,1,NA
4,3,2,2,27,4,128,137,6,0,138,0,2,-1874.66412760766,20494.9643489383,0,NA
3,6,0,0,32,4,55,143,3,32,28,0,2,-38704.8037727763,20362.1460102201,0,NA
4,3,1,6,35,4,81,120,7,0,130,0,3,-5548.27447202464,20764.9630772937,0,NA
1,2,0,0,32,4,3,0,0,1,9,0,2,-38818.439521254,20594.7951485449,0,NA
1,3,0,0,29,5,20,17,0,4,11,0,3,978.945970110944,20690.1011975287,0,NA
1,4,0,0,42,5,0,0,0,0,15,0,3,-37137.4250945186,20289.0547109116,0,NA
0,0,0,0,0,4,0,0,0,0,0,0,3,-16581.8066580354,20769.7235671049,0,NA
1,2,0,0,32,5,5,0,0,1,9,0,2,-41180.650935281,20383.8087072158,0,NA
4,4,1,1,31,5,106,140,6,46,150,0,0,-10004.7170129339,20701.5457919519,0,NA
2,2,0,0,35,4,27,36,2,20,11,0,0,6266.15948823275,20656.2787841717,0,NA
4,2,1,1,19,5,132,104,6,31,60,0,1,11686.2316229027,20465.4434942901,0,NA
4,3,1,1,40,5,120,140,8,45,82,0,2,17769.6313079338,20681.6393282125,0,NA
1,4,0,0,20,5,40,49,0,12,20,0,2,-1357.25438473193,20394.9913234962,0,NA
4,4,2,2,27,4,105,122,6,40,178,0,1,-32008.4742965546,20331.6719956063,0,NA
4,2,3,2,40,5,82,150,7,43,105,0,3,16887.1579152557,20545.2725992789,0,NA
1,2,0,0,26,5,13,21,0,3,3,0,3,-675.468539985712,20380.4664436309,0,NA
4,1,2,4,42,4,41,100,5,37,33,0,1,11372.1216492803,20674.2655911557,0,NA
4,2,1,4,35,4,65,87,6,39,65,1,2,-25248.5405736719,20666.1898865448,1,NA
4,2,1,2,20,4,104,75,7,30,57,0,2,-17805.0616496473,20585.6128881872,0,NA
5,3,1,1,56,4,53,60,9,57,143,2,2,-23918.1092543285,20677.2987244977,0,NA
4,1,1,1,30,4,80,43,7,41,55,0,3,-52330.4103975927,20637.3843600163,0,NA
4,2,3,5,30,4,95,63,6,0,41,1,3,-15994.5118539001,20576.4471709374,1,NA
1,3,0,0,40,4,10,0,0,4,7,0,3,-16686.9780370694,20643.8750005784,0,NA
4,3,3,2,28,4,101,117,5,42,168,0,1,-36328.4463870709,20227.0201445594,1,NA
1,3,0,0,32,3,12,0,0,3,15,0,2,-38225.3495324026,20638.4534732355,0,NA
4,3,3,1,29,4,78,103,6,41,123,0,2,-47205.2657414629,20271.8751187893,0,NA
4,4,1,1,43,4,74,57,8,55,70,1,2,-24207.9028224348,20621.902296802,0,NA
1,7,0,0,28,4,11,25,0,0,0,0,2,19612.680042212,20595.9948119549,0,NA
1,3,0,0,41,4,6,5,0,2,12,0,1,-45763.1309175674,20274.6450754488,0,NA
5,2,0,0,31,4,161,43,9,43,98,1,3,-49641.8846262126,20266.9164902419,0,NA
5,4,1,6,40,4,121,130,9,0,87,0,3,-4195.92157900217,20652.887126497,0,NA
5,4,1,3,26,4,131,140,10,0,160,0,2,20262.4710419072,20617.6788494792,0,NA
5,4,1,3,26,4,131,140,10,0,160,0,2,19897.6190179469,20588.3540468002,0,NA
1,5,0,0,41,5,10,0,0,5,15,0,2,-46204.4808442634,20265.9865153646,0,NA
4,1,3,1,45,4,40,70,5,40,40,0,2,16841.5841146405,20605.9287583707,0,NA
1,3,0,0,28,4,5,90,0,0,0,0,0,-11019.1980549495,20520.3013358079,0,NA
2,1,0,0,43,4,20,50,2,0,0,0,2,17408.8488131079,20555.0892904773,0,NA
2,4,0,0,26,5,39,58,2,21,18,0,3,964.495104334084,20319.995589803,0,NA
4,6,3,5,62,3,50,150,8,62,260,0,1,18821.5992988624,20454.6303526107,0,NA
4,3,1,3,31,4,122,92,7,46,100,1,2,-31703.8019772398,20199.442154794,1,NA
4,3,1,3,30,4,108,136,6,44,110,1,2,-17990.3659295303,20469.3743282072,0,NA
1,9,0,0,30,5,6,0,0,2,43,0,2,-37863.6549107205,20487.8103031553,0,NA
4,1,2,8,39,5,45,160,5,37,43,0,3,219.468431319634,20582.7293142946,1,NA
4,2,0,0,39,4,66,110,5,0,60,0,0,-5711.24095761345,20462.3689300977,0,NA
2,9,0,0,26,5,42,117,2,23,44,0,3,529.907955842384,20565.2565551763,1,NA
4,2,3,3,27,4,90,113,5,38,90,0,2,-35832.0055420071,20351.2114102552,0,NA
1,7,0,0,38,4,6,0,0,1,27,0,2,-4238.29921526881,20505.9516038019,0,NA
1,1,0,0,41,4,14,16,0,6,5,1,3,-40804.0905837763,20456.9443841055,1,NA
1,5,0,0,38,5,5,0,0,2,14,0,2,-37437.295856547,20171.5982487509,0,NA
1,6,0,0,41,5,12,35,0,4,17,0,3,-525.994638893229,20486.9479018645,0,NA
5,1,1,1,37,4,94,22,10,47,26,0,3,-23979.0353244088,20485.6319150198,0,NA
5,1,1,1,37,4,94,22,10,47,26,0,3,-24078.3472564658,20382.8603955712,0,NA
5,4,1,1,56,5,78,74,9,72,94,0,2,-23939.0938278887,20329.5963751338,0,NA
5,5,1,2,24,4,131,155,9,42,94,1,2,13456.84503109,20175.4069861909,0,NA
4,2,3,2,36,4,78,98,7,46,108,0,2,-48408.4414063045,20345.9900966994,1,NA
5,4,2,4,38,4,86,90,10,48,103,0,1,-25174.7515477479,20459.1768284328,0,NA
4,2,1,1,55,4,70,50,8,61,35,0,1,-25257.9074548356,20362.682196795,0,NA
1,3,0,0,38,4,12,16,0,3,5,0,2,-27127.6987819084,20360.8777360441,0,NA
4,1,2,2,38,4,75,31,8,43,28,0,3,-28238.4193275621,20512.4528791094,0,NA
1,1,0,0,36,5,5,0,0,1,3,1,3,-3969.75597904326,20444.5478941705,0,NA
4,4,2,6,42,3,70,98,7,50,78,0,3,-28542.695097566,20475.3554591667,0,NA
4,1,1,1,21,4,117,67,8,33,33,0,2,-45842.3368038217,20449.590376934,0,NA
4,1,1,1,20,5,150,130,6,31,57,0,0,20188.3181387649,20470.5325839119,0,NA
1,5,0,0,37,4,0,0,0,0,0,0,2,-33421.3772181274,20214.047833398,0,NA
1,3,0,0,40,4,10,0,0,4,7,0,3,-16861.2703178088,20440.0859397668,0,NA
1,3,0,0,40,4,10,0,0,4,7,0,3,-16725.5642444058,20492.4675388765,0,NA
4,4,0,0,42,4,76,83,6,0,80,0,2,-16988.791062219,20333.5903133983,0,NA
4,2,1,4,22,4,154,112,8,31,64,0,2,-17330.1460131016,20339.7570166579,0,NA
1,2,0,0,42,4,5,0,0,1,8,0,2,-32826.0120821674,20169.4984142361,0,NA
1,4,0,0,33,4,11,0,0,3,16,0,2,-16539.7845408017,20269.6257133912,0,NA
4,3,2,1,40,4,40,94,6,0,132,0,2,-16401.1918624358,20282.2881129282,0,NA
2,2,0,0,28,4,3,0,1,1,10,0,2,-38102.3272318006,20333.5043845363,0,NA
4,2,3,5,30,4,95,63,6,0,41,1,3,-15780.1091790082,19767.7783243218,1,NA
1,4,0,0,37,5,0,0,0,0,15,0,3,-36764.7679737933,20141.6217203224,0,NA
4,2,0,0,34,4,63,103,5,0,103,0,2,-5985.35316945671,20435.8767158808,0,NA
5,8,0,0,78,3,56,135,11,86,268,1,1,4369.78236981219,20290.812102221,0,NA
4,1,1,1,20,5,150,130,6,31,60,0,0,19635.0045396587,20282.0370317185,0,NA
5,5,2,3,38,4,169,80,10,57,216,1,2,-30299.7401877418,20451.8935183659,0,NA
1,1,0,0,35,4,0,0,0,0,5,0,0,10163.1678046282,20244.6169505492,0,NA
4,5,1,1,33,3,91,131,7,48,240,0,2,-30407.0309070042,20164.2572311554,0,NA
4,2,3,1,39,2,60,60,6,42,75,0,1,18896.1737352649,20427.4313304154,0,NA
4,2,1,1,35,4,102,54,7,51,82,3,2,-46585.7288780884,20234.7156341188,0,NA
4,4,0,0,52,4,59,113,7,0,157,0,2,-14349.0260668452,20013.8317446141,0,NA
1,4,0,0,32,4,1,0,0,0,20,0,2,-34959.3829926228,20227.2247878294,0,NA
1,2,0,0,31,4,0,0,0,0,10,0,2,-13826.7637332967,19930.2939765397,0,NA
2,2,0,0,35,4,113,65,2,20,10,0,2,-35202.7705562607,19993.5273286086,0,NA
4,1,3,3,31,4,105,116,6,0,25,0,0,-13296.2819136335,19547.0702996543,0,NA
4,3,1,3,30,4,108,136,6,44,110,1,2,-18139.7263166984,20405.2648056755,0,NA
1,3,0,0,31,4,3,0,0,1,9,0,3,-35536.2438820426,20168.9989588363,0,NA
4,1,3,4,35,4,86,112,6,0,42,0,2,-13087.9221257053,20128.7350609684,0,NA
3,1,0,0,33,4,30,37,4,27,5,0,2,-38898.69182375,20092.9731339011,0,NA
2,4,0,0,19,4,116,137,2,28,21,0,2,-30092.8069203492,20164.6526614651,0,NA
4,3,1,4,51,3,70,66,8,48,42,0,2,-28398.181091647,20038.9434752315,0,NA
5,4,1,4,29,4,133,142,10,0,162,0,0,-12595.5751294033,20082.8413086617,0,NA
4,2,2,1,29,4,97,105,8,0,60,0,3,-3209.84397420887,20314.6591252368,0,NA
4,1,1,1,29,4,116,48,7,0,14,0,0,-12237.8271976511,20076.97707015,0,NA
5,6,1,1,33,4,99,211,9,0,207,0,0,-11997.4677993009,20172.0899672629,0,NA
4,2,1,3,35,4,87,163,7,0,100,0,0,-11831.2773622532,20111.9823370269,0,NA
4,1,1,3,25,4,112,56,7,37,18,0,3,9831.51118689473,20219.3258644538,0,NA
1,9,0,0,31,4,5,0,0,0,65,0,1,-29764.7605884115,20267.3626020933,0,NA
4,3,2,2,30,4,105,176,6,45,156,0,1,-34035.8464681617,20162.5323302737,1,NA
4,2,1,3,45,4,66,124,7,0,80,0,0,-11192.1618602495,19557.3591338117,0,NA
3,4,0,0,47,4,61,165,3,0,0,0,0,-11075.8421534188,20086.2617533123,0,NA
4,1,3,4,40,4,57,110,7,0,55,0,0,-10768.0386112123,20264.4450039491,0,NA
1,5,0,0,40,4,20,56,0,0,0,0,0,-11269.8545362753,19276.9752140334,0,NA
5,4,1,1,28,4,172,120,10,44,78,0,2,19946.1707755366,20140.1054986296,0,NA
4,3,1,1,48,4,53,104,8,48,70,0,2,-24216.0100023089,20169.3285149541,0,NA
4,4,1,1,40,4,72,140,7,0,195,0,0,-9589.53390099551,19794.7532595238,0,NA
3,1,0,0,19,5,135,75,4,30,6,0,0,-9269.29877596122,19793.221944415,0,NA
5,4,1,1,56,5,78,74,9,72,94,0,2,-24306.4377458808,20230.2155072941,0,NA
2,1,0,0,12,5,78,40,2,14,3,0,0,-9075.47274317697,20202.9145436361,0,NA
2,1,0,0,8,5,64,10,2,12,3,0,2,-8118.52560675237,20034.0040241648,0,NA
4,1,3,3,30,4,80,45,6,40,50,1,2,-29840.4351655045,20128.534112839,0,NA
4,5,1,2,22,4,141,124,7,34,164,0,1,12486.0855744176,20174.387184049,0,NA
3,2,0,0,18,5,88,60,3,21,14,0,2,-7994.54871547112,20282.1552920993,0,NA
4,4,2,2,31,4,90,122,6,43,196,1,1,-35879.6148089351,20083.8930222532,0,NA
1,3,0,0,41,4,5,0,0,3,10,0,2,-45387.6024115029,20108.4710590793,0,NA
3,3,0,0,18,5,59,60,3,21,16,0,2,-7441.57157326082,20158.8232629029,0,NA
3,3,0,0,20,5,60,60,3,23,14,0,2,-7146.8564067189,20266.1180304643,0,NA
4,2,3,1,73,4,27,73,5,25,90,0,3,-42172.0369459123,20135.2029594015,0,NA
1,2,0,0,27,4,25,22,0,7,11,0,3,-37897.7562835275,20153.734798409,0,NA
2,1,0,0,15,5,60,5,2,15,5,0,2,-6861.59486648277,20059.6700222427,0,NA
4,1,2,2,23,4,104,22,5,35,34,2,3,11332.1936178452,20265.0522601902,1,NA
1,1,0,0,35,4,0,0,0,0,251,0,0,11323.3010536532,20132.8200802803,0,NA
4,1,2,3,44,4,43,90,6,39,32,0,2,10703.6216009498,20244.4043647666,0,NA
3,2,0,0,21,5,103,60,4,31,9,0,2,-6750.91819836869,19663.163278372,0,NA
5,6,1,2,25,4,120,193,10,40,180,0,0,12991.1214441893,20271.4200834176,0,NA
4,4,2,2,38,4,65,120,7,44,206,0,2,-29537.8768725154,20176.8378802678,0,NA
4,5,1,1,33,4,91,131,7,48,240,0,2,-30583.5068687668,20221.2365805246,0,NA
2,2,0,0,56,5,21,0,2,14,5,0,3,-23834.092042912,20044.0121809831,0,NA
4,1,3,2,37,4,43,110,5,32,50,0,2,-29732.9865418142,20205.2604126967,0,NA
4,2,0,0,46,4,63,42,7,0,78,0,2,-14192.0144172366,19701.8216780405,0,NA
1,7,0,0,31,4,1,0,0,0,17,0,2,-22994.796294643,20068.3634183733,0,NA
5,4,1,2,37,4,165,86,9,56,146,1,3,-31208.1021858915,19994.6482338561,0,NA
1,1,0,0,35,4,0,0,0,0,251,0,0,-52467.9802208794,20238.659180617,0,NA
4,3,2,2,43,4,62,143,7,49,146,1,2,-29003.0606528496,20136.4559368314,1,NA
4,2,1,5,39,3,75,103,7,51,83,1,1,21704.5239607084,20244.9042969132,0,NA
4,1,2,2,35,4,131,70,8,50,50,0,2,-34717.6121552087,20016.6884652143,0,NA
4,1,2,3,28,4,71,66,5,28,6,0,2,-23293.253195998,20134.4378467472,0,NA
3,1,0,0,59,4,18,68,3,30,5,0,2,-18465.8331407607,20146.7838921407,0,NA
4,2,1,1,32,4,79,50,7,45,66,0,3,-43293.4416703127,20100.6786553469,0,NA
4,2,1,1,35,4,91,50,7,45,66,0,3,-43476.0265345289,20054.910439346,0,NA
4,4,1,4,43,3,60,150,6,40,167,0,0,-28767.3711949055,20209.6172545059,0,NA
4,1,2,3,28,4,71,66,5,28,6,0,2,-23166.0855375524,20121.1704689283,0,NA
1,1,0,0,36,4,1,0,0,0,6,0,1,12244.9878469151,20109.3849740969,0,NA
4,2,1,3,28,4,95,60,8,42,43,0,1,-48468.1577972883,20141.5806433624,0,NA
2,3,0,0,27,4,39,46,2,21,11,0,3,-37948.6746060335,20052.622279291,0,NA
4,3,1,2,44,4,76,87,7,53,103,0,2,9777.20582940918,20122.9009276489,0,NA
4,6,3,1,40,4,70,110,7,47,251,0,1,-23047.7949579916,20177.6859918544,0,NA
4,3,3,1,30,4,106,80,7,43,153,0,3,-53619.7853555719,19914.7190526901,0,NA
5,6,1,1,38,4,75,140,11,60,182,1,2,-17161.4786406637,20110.8093059417,0,NA
4,1,1,1,30,4,80,43,7,41,55,0,3,-53351.7027914917,19674.9318449972,0,NA
4,1,1,1,30,4,80,43,7,41,55,0,3,-52892.10527384,20118.5860316437,0,NA
1,1,0,0,35,4,0,0,0,0,251,0,0,-52668.3840612857,19956.2178153321,0,NA
3,9,0,0,40,4,25,105,4,28,52,0,0,-28663.3310323915,20045.0211088257,0,NA
1,9,0,0,35,4,3,0,0,1,46,0,1,-4352.08824664896,20093.5174092753,0,NA
5,1,3,1,36,4,108,40,9,48,35,0,3,-51825.3766924073,20039.7679510871,0,NA
1,9,0,0,35,4,3,0,0,1,46,0,1,-3974.87826723442,19955.5408269176,0,NA
1,4,0,0,38,4,10,0,0,4,18,0,2,-3267.379439315,19845.4406874869,0,NA
5,6,1,1,38,4,75,140,11,60,182,1,2,-17071.8348025593,20063.0925744465,0,NA
1,8,0,0,43,5,4,0,0,2,33,0,2,-2357.1942179295,19991.0117257489,0,NA
4,3,1,2,39,5,69,124,6,45,130,0,2,-2216.14178000571,19766.6603233628,0,NA
4,3,2,2,27,4,128,137,6,43,138,0,2,-2095.48886892741,19912.9524452519,0,NA
1,9,0,0,16,5,35,63,0,10,45,0,2,-1477.05371500837,19464.7797566419,0,NA
1,4,0,0,20,5,40,13,0,12,20,0,2,-1433.84417585644,20015.0772273401,0,NA
3,5,0,0,17,5,83,60,4,23,25,0,2,-1077.56862009119,20015.5711966576,0,NA
1,8,0,0,30,4,12,2,0,3,21,0,2,-34050.0255790005,19922.0257894248,0,NA
2,9,0,0,15,5,95,27,2,20,44,0,2,-728.81666739512,19118.4684992628,0,NA
1,2,0,0,26,5,13,10,0,3,4,0,3,-579.213301284704,19647.2064644406,0,NA
1,3,0,0,33,4,5,0,0,1,15,0,3,-29075.1056884953,19921.537873012,0,NA
5,2,0,0,31,4,161,43,9,43,98,1,3,-49895.6655836524,20002.075499136,0,NA
1,4,0,0,30,5,5,0,0,2,20,0,2,-29791.2289760521,19920.2059614379,0,NA
1,5,0,0,29,5,30,17,0,0,0,0,0,19643.0149958606,20038.1597121591,0,NA
4,2,3,6,17,5,165,150,8,34,15,0,2,19604.2299620874,19971.5295070158,0,NA
2,3,0,0,36,4,57,80,2,0,0,0,0,-9785.82086384483,19271.6195309358,0,NA
3,2,0,0,34,4,51,77,3,0,10,0,2,-2880.69981957605,19959.0172708677,0,NA
5,2,0,0,31,4,161,43,9,43,98,1,3,-49566.9819916699,19942.5067040808,0,NA
4,1,1,2,32,4,81,48,6,43,20,0,3,-38501.7106478083,19993.1703254739,0,NA
2,5,0,0,40,4,4,10,1,6,22,0,0,-28805.4136239499,19951.0714242961,0,NA
2,2,0,0,56,5,21,21,2,14,5,0,3,-24167.8361937664,19899.9869780513,0,NA
4,1,2,1,39,4,70,46,7,48,46,0,3,-42338.2705352159,19988.7615874838,0,NA
1,4,0,0,42,2,1,20,0,1,12,0,1,22885.2948672269,19937.0754065439,0,NA
4,1,1,2,32,4,81,48,6,43,20,0,3,-38658.1225661314,19965.9145120848,0,NA
1,5,0,0,37,4,10,0,0,1,21,0,2,-29470.9194111003,19883.631037252,0,NA
3,5,0,0,37,4,59,160,4,35,26,0,0,-28431.3083096403,19965.276204573,0,NA
4,4,2,4,73,3,37,163,7,61,183,0,1,4433.95018406474,19945.0857191049,0,NA
2,2,0,0,18,5,88,60,2,12,8,0,2,-8276.31970351835,19579.237670213,0,NA
4,3,3,2,64,3,45,100,8,59,138,1,2,6091.83124694153,19843.0997263482,0,NA
0,0,0,0,0,5,0,0,0,0,0,0,3,-47479.2191882996,19295.3353155004,0,NA
4,2,3,2,38,4,64,92,6,44,85,0,1,-47517.105349048,19792.4422318013,0,NA
4,6,2,2,35,4,151,180,6,54,287,1,2,-30174.8203093503,19870.8930562995,0,NA
3,3,0,0,59,4,18,68,3,30,5,0,2,-18496.8517159306,20007.1822087476,0,NA
4,3,3,1,29,4,78,103,6,41,123,0,2,-47154.6629910937,19915.1903661964,0,NA
4,2,0,0,42,4,170,113,8,0,55,0,2,-15036.4562068679,19831.5678937314,0,NA
4,1,1,9,20,4,188,90,7,33,33,0,1,21917.3128894484,19953.8041283861,0,NA
4,3,3,2,40,4,57,190,6,47,170,0,1,-22846.1881935787,19954.302163111,0,NA
4,1,2,2,46,4,45,150,5,0,67,0,0,-10228.5615691331,19661.5070584947,0,NA
1,2,0,0,38,4,9,0,0,2,4,0,1,-32938.4623050427,19910.9491017619,0,NA
5,1,0,0,50,4,78,25,9,65,35,0,3,-44422.1374354133,19982.7916299431,0,NA
1,2,0,0,31,4,6,10,0,2,4,0,2,-35835.2975937561,19906.645813467,0,NA
1,2,0,0,31,4,6,10,0,2,4,0,2,-35476.7469999525,19933.9829271575,0,NA
1,2,0,0,37,4,5,0,0,1,8,0,2,-29270.4174747386,19951.1549795847,0,NA
4,2,2,1,29,4,111,90,6,44,120,1,2,-4491.17688985571,19833.5711289104,1,NA
4,2,3,2,35,5,57,117,6,40,122,0,2,957.958856252488,19882.5465513533,0,NA
4,6,1,2,39,4,94,194,7,56,308,0,0,-4117.96396723436,19896.6677489728,0,NA
4,4,2,1,35,4,111,120,6,52,210,1,2,-4240.24514577782,19818.5851409566,1,NA
1,1,0,0,40,5,1,0,0,0,3,0,0,10065.7318015533,19364.7406418733,0,NA
2,3,0,0,36,5,22,26,2,17,5,3,3,-33605.723012522,19926.6626572497,0,NA
1,1,0,0,40,4,1,0,0,0,3,0,0,10926.8154643829,19499.0813018912,0,NA
1,6,0,0,28,5,7,0,0,2,28,0,2,-38120.6394761274,19912.5108895069,0,NA
1,1,0,0,30,4,1,0,0,0,6,0,1,11733.158693145,19833.826499193,0,NA
1,1,0,0,36,4,1,0,0,0,6,0,1,12511.8490055999,19122.1684967298,0,NA
4,2,1,1,35,4,102,54,7,51,82,3,2,-46625.7451274619,19895.2825978035,0,NA
4,1,2,1,25,4,124,88,5,38,55,0,2,12553.874017912,19719.5291682165,0,NA
4,4,3,1,40,4,95,76,8,50,92,0,3,-46411.8541265658,19812.1133543737,0,NA
1,3,0,0,41,4,5,5,0,2,12,0,1,-45673.3208031269,19666.3611605093,0,NA
4,2,1,1,19,4,130,95,7,33,68,1,2,12956.549357239,19283.4879084677,0,NA
4,5,3,1,47,4,66,125,7,56,232,0,1,-22753.7929760662,19871.8813942904,0,NA
1,5,0,0,41,5,10,0,0,5,15,0,2,-45893.48862506,19865.9377227798,0,NA
1,1,0,0,38,5,5,0,0,1,4,1,3,-3716.0440290157,19855.4298458286,0,NA
5,5,1,4,27,4,108,140,9,37,180,1,2,-16672.9756169673,19662.7552438499,0,NA
1,1,0,0,35,4,0,0,0,0,251,0,0,-53018.1576614435,19799.793601688,0,NA
4,1,1,3,33,4,98,90,7,0,60,0,2,17769.9531148166,19298.1327818502,0,NA
5,1,0,0,50,4,78,25,9,65,35,0,3,-44456.6577291074,19880.2514773617,0,NA
4,5,1,1,33,4,105,131,6,40,250,0,2,-30636.3877187934,19863.2178213252,0,NA
4,2,1,1,35,4,91,50,7,45,66,0,3,-43506.9201752421,19778.1157049946,0,NA
4,2,1,1,35,4,91,50,7,45,66,0,3,-43221.308519136,19739.5285566878,0,NA
4,1,1,3,24,5,112,83,6,0,45,0,2,18694.379878312,19611.5523819821,0,NA
1,1,0,0,37,4,10,0,0,1,4,0,2,-29008.8877415043,19852.3465638347,0,NA
5,4,1,4,28,4,148,133,10,0,183,0,2,-16854.557237084,19802.122510558,0,NA
4,1,2,2,39,4,49,78,6,0,40,0,3,-2663.74278660881,19295.6073413994,0,NA
1,6,0,0,18,5,43,55,0,12,30,0,2,-963.486952795647,19629.9386111507,0,NA
4,2,2,2,40,3,65,57,8,40,30,0,3,-28663.7065759627,19822.7581131943,0,NA
1,5,0,0,45,4,8,0,0,2,13,0,2,-2452.45552351768,19476.0743573578,0,NA
1,3,0,0,38,4,5,0,0,1,12,0,2,-3558.8795550199,19222.2262961622,0,NA
4,2,1,1,35,4,91,50,7,45,66,0,3,-42984.8937375391,19762.3247174295,0,NA
1,2,0,0,44,4,12,4,0,12,4,0,2,-17758.3319140927,19722.9787648208,0,NA
1,9,0,0,38,4,35,0,0,0,0,0,0,-17522.0481111233,19776.2064908855,0,NA
4,1,1,2,32,4,81,48,6,43,20,0,3,-38490.3042462064,19757.0478142751,0,NA
4,1,2,3,25,4,81,100,5,32,27,0,3,-38199.164690989,19755.370504451,0,NA
